OrderID,OrderDateKey,CustomerID,ProductID,StoreID,Quantity,UnitPrice,DiscountPct,GrossSales,NetRevenue,COGS,Profit,PaymentMethod,PromoCode,ShipDays,ShipMode,ReturnedFlag
O0009438,20250303,C02127,P0104,S044,4,23500,0,94000,94000,65480,28520,Credit Card,NONE,4,Standard,0
O0009439,20250921,C01120,P0035,S014,4,120,0.0659,480,480,400,80,UPI,BULK5,4,Standard,0
O0009440,20250516,C00589,P0053,S015,1,2950,0.0677,2950,2950,1780,1170,Credit Card,NEWUSER10,6,Standard,0
O0009441,20250301,C00025,P0162,S021,1,200,0.1486,200,200,160,40,UPI,FESTIVE15,3,Standard,0
O0009442,20251224,C00085,P0064,S009,2,230,0.1307,460,460,380,80,UPI,BANK10,5,Standard,0
O0009443,20251209,C01510,P0176,S005,2,190,0.1358,380,380,260,120,UPI,BULK5,3,Standard,0
O0009444,20250325,C00837,P0104,S041,2,22350,0.0489,44700,44700,32740,11960,UPI,NONE,2,Express,0
O0009445,20250807,C00363,P0143,S031,3,1740,0.0911,5220,5220,4350,870,UPI,NEWUSER10,2,Express,0
O0009446,20250418,C00184,P0042,S016,2,720,0.0445,1440,1440,1140,300,Cash,NONE,4,Standard,0
O0009447,20251021,C01170,P0035,S026,2,120,0.1046,240,240,200,40,Debit Card,NEWUSER10,4,Standard,0
O0009448,20250909,C01463,P0069,S023,1,18010,0.0409,18010,18010,13660,4350,UPI,NONE,3,Standard,0
O0009449,20250608,C00082,P0143,S005,2,1690,0.1174,3380,0,2900,-2900,Net Banking,NEWUSER10,4,Standard,1
O0009450,20251206,C01048,P0124,S034,2,20,0.0613,40,40,20,20,Wallet,BULK5,2,Express,0
O0009451,20250926,C01108,P0094,S005,1,4010,0.0228,4010,4010,3110,900,Credit Card,NONE,6,Standard,0
O0009452,20250225,C00141,P0033,S026,1,650,0.183,650,650,560,90,UPI,FESTIVE15,2,Express,0
O0009453,20250611,C02187,P0006,S014,1,120,0.0521,120,120,90,30,UPI,NONE,3,Standard,0
O0009454,20251030,C00575,P0024,S020,4,30,0.1172,120,120,80,40,Credit Card,BULK5,0,Express,0
O0009455,20250716,C00339,P0121,S022,1,660,0.0277,660,660,450,210,Credit Card,NONE,5,Standard,0
O0009456,20250206,C00335,P0173,S020,1,30,0.0194,30,30,20,10,Credit Card,NONE,6,Standard,0
O0009457,20251010,C01246,P0176,S011,1,210,0.0596,210,210,130,80,Debit Card,NONE,3,Standard,0
O0009458,20250625,C01772,P0138,S004,4,27840,0.1121,111360,0,87280,-87280,UPI,NONE,3,Standard,1
O0009459,20250328,C00635,P0078,S006,1,4110,0.0289,4110,4110,2490,1620,UPI,NONE,1,Express,0
O0009460,20251025,C01915,P0130,S033,1,30,0,30,30,20,10,Net Banking,NONE,2,Express,0
O0009461,20251119,C00653,P0012,S005,1,110,0.019,110,110,70,40,UPI,NONE,3,Standard,0
O0009462,20250803,C00468,P0064,S023,1,230,0.1297,230,230,190,40,Wallet,NEWUSER10,3,Standard,0
O0009463,20250919,C01609,P0042,S014,1,710,0.0555,710,710,570,140,UPI,NONE,0,Express,0
O0009464,20250329,C01935,P0176,S032,1,200,0.0932,200,200,130,70,UPI,NEWUSER10,3,Standard,0
O0009465,20250930,C01871,P0101,S029,2,150,0.0159,300,300,180,120,Debit Card,NONE,2,Express,0
O0009466,20251127,C01394,P0170,S009,2,12510,0,25020,25020,18380,6640,Net Banking,NONE,1,Express,0
O0009467,20250328,C02184,P0143,S031,1,1830,0.0402,1830,1830,1450,380,UPI,NONE,1,Express,0
O0009468,20251211,C02123,P0132,S030,2,220,0.022,440,440,300,140,UPI,NONE,1,Express,0
O0009469,20250202,C00696,P0034,S013,2,290,0.0049,580,580,360,220,Wallet,NONE,4,Standard,0
O0009470,20250612,C01568,P0014,S038,1,960,0.0411,960,960,580,380,UPI,NONE,6,Standard,0
O0009471,20250127,C00177,P0040,S020,1,890,0.1521,890,890,700,190,UPI,NEWUSER10,9,Standard,0
O0009472,20250613,C00200,P0149,S002,2,20,0.1369,40,40,20,20,Net Banking,FESTIVE15,2,Express,0
O0009473,20250825,C01106,P0167,S029,1,4620,0.0904,4620,4620,3720,900,UPI,BANK10,1,Express,0
O0009474,20251114,C01760,P0126,S021,1,380,0.181,380,380,320,60,Wallet,FESTIVE15,2,Express,0
O0009475,20250224,C01462,P0159,S017,1,640,0.066,640,640,400,240,Debit Card,NONE,1,Express,0
O0009476,20251120,C00411,P0014,S021,2,990,0.0134,1980,1980,1160,820,UPI,NONE,0,Express,0
O0009477,20251231,C01849,P0165,S045,1,240,0.0625,240,240,200,40,Credit Card,NONE,4,Standard,0
O0009478,20250125,C01518,P0020,S018,1,390,0.1742,390,390,300,90,Net Banking,CLEARANCE20,2,Express,0
O0009479,20251217,C01891,P0032,S032,1,4480,0.0492,4480,4480,3290,1190,UPI,BANK10,3,Standard,0
O0009480,20251127,C01531,P0150,S039,1,6230,0.1358,6230,6230,4700,1530,Credit Card,FESTIVE15,3,Standard,0
O0009481,20250111,C02160,P0168,S027,2,8120,0.0343,16240,16240,9580,6660,Cash,NONE,2,Express,0
O0009482,20250124,C00906,P0029,S041,2,320,0,640,640,440,200,UPI,NONE,0,Express,0
O0009483,20250922,C00078,P0062,S023,3,740,0.1346,2220,2220,1650,570,UPI,CLEARANCE20,1,Express,0
O0009484,20250603,C01498,P0149,S011,1,20,0.0971,20,20,10,10,Net Banking,BULK5,1,Express,0
O0009485,20250406,C02453,P0094,S023,1,4100,0,4100,4100,3110,990,UPI,NONE,2,Express,0
O0009486,20250528,C00246,P0073,S006,1,100,0.0392,100,100,60,40,UPI,NONE,2,Express,0
O0009487,20250505,C02418,P0083,S014,3,29140,0.0277,87420,87420,66810,20610,UPI,NONE,4,Standard,0
O0009488,20251222,C01926,P0053,S010,2,3160,0.0015,6320,6320,3560,2760,UPI,NONE,3,Standard,0
O0009489,20250329,C00089,P0177,S004,3,80,0.0593,240,240,180,60,UPI,NEWUSER10,2,Express,0
O0009490,20250202,C01357,P0095,S007,2,140,0.0063,280,280,160,120,UPI,NONE,3,Standard,0
O0009491,20251031,C00784,P0048,S038,1,170,0,170,170,130,40,UPI,NONE,3,Standard,0
O0009492,20251103,C01635,P0162,S039,1,230,0.0407,230,230,160,70,Cash,NONE,5,Standard,0
O0009493,20251123,C01914,P0173,S041,4,30,0.1137,120,120,80,40,UPI,BANK10,8,Standard,0
O0009494,20251221,C00935,P0012,S002,1,90,0.1822,90,90,70,20,UPI,FESTIVE15,0,Express,0
O0009495,20250115,C01197,P0173,S044,1,30,0.1322,30,30,20,10,Cash,BANK10,4,Standard,0
O0009496,20251008,C00100,P0175,S016,2,240,0,480,480,260,220,Credit Card,NONE,0,Express,0
O0009497,20250409,C00012,P0166,S019,1,180,0.019,180,180,120,60,Cash,NONE,4,Standard,0
O0009498,20250603,C01899,P0026,S009,1,500,0.0653,500,500,350,150,UPI,BULK5,0,Express,0
O0009499,20250613,C00887,P0065,S043,1,520,0.011,520,520,310,210,Credit Card,NONE,2,Express,0
O0009500,20251226,C02196,P0157,S045,1,35880,0.1235,35880,35880,29570,6310,UPI,NEWUSER10,1,Express,0
O0009501,20250710,C01448,P0068,S032,1,580,0.2165,580,580,580,0,Credit Card,FESTIVE15,3,Standard,0
O0009502,20250323,C00992,P0079,S004,3,440,0.1186,1320,1320,870,450,UPI,NEWUSER10,2,Express,0
O0009503,20250201,C02199,P0037,S019,1,80,0.078,80,80,60,20,UPI,BULK5,3,Standard,0
O0009504,20250803,C00143,P0076,S013,1,180,0,180,180,110,70,UPI,NONE,3,Standard,0
O0009505,20251030,C02074,P0086,S042,1,230,0.0544,230,230,160,70,UPI,NONE,4,Standard,0
O0009506,20250917,C00186,P0074,S030,3,24800,0.0231,74400,74400,53130,21270,UPI,NONE,3,Standard,0
O0009507,20251207,C02366,P0045,S044,5,10820,0.1253,54100,54100,41400,12700,UPI,NONE,6,Standard,0
O0009508,20250116,C01414,P0016,S038,2,140,0.2181,280,280,220,60,UPI,FESTIVE15,2,Express,0
O0009509,20250528,C01170,P0113,S025,1,510,0.0944,510,510,370,140,UPI,BULK5,4,Standard,0
O0009510,20250812,C01638,P0012,S013,3,100,0.1042,300,300,210,90,UPI,NEWUSER10,1,Express,0
O0009511,20251109,C01996,P0157,S036,1,36660,0.1043,36660,36660,29570,7090,UPI,BULK5,3,Standard,0
O0009512,20250425,C00714,P0014,S032,1,910,0.0886,910,910,580,330,UPI,NEWUSER10,2,Express,0
O0009513,20250904,C00252,P0171,S035,1,30700,0,30700,30700,23410,7290,UPI,NONE,4,Standard,0
O0009514,20250317,C02419,P0100,S042,1,18840,0.1868,18840,18840,15370,3470,Credit Card,FESTIVE15,4,Standard,0
O0009515,20250804,C01297,P0079,S028,1,460,0.0798,460,460,290,170,Credit Card,NEWUSER10,3,Standard,0
O0009516,20251010,C00718,P0153,S031,1,170,0.0635,170,170,140,30,UPI,NEWUSER10,2,Express,0
O0009517,20251026,C02292,P0078,S020,1,3930,0.0717,3930,3930,2490,1440,Cash,BULK5,4,Standard,0
O0009518,20250614,C00100,P0025,S023,1,250,0.1015,250,250,160,90,Credit Card,NONE,4,Standard,0
O0009519,20250622,C02098,P0093,S007,2,180,0.0322,360,0,220,-220,Net Banking,NONE,5,Standard,1
O0009520,20251118,C00047,P0088,S009,2,120,0.2148,240,240,180,60,Net Banking,FESTIVE15,0,Express,0
O0009521,20250719,C01640,P0165,S045,2,260,0.011,520,520,400,120,Net Banking,NONE,4,Standard,0
O0009522,20250508,C00095,P0094,S009,2,4100,0,8200,8200,6220,1980,UPI,NONE,4,Standard,0
O0009523,20250411,C00374,P0015,S004,1,470,0.1986,470,470,360,110,UPI,CLEARANCE20,3,Standard,0
O0009524,20250917,C00816,P0061,S036,5,90,0.0822,450,450,350,100,UPI,BANK10,5,Standard,0
O0009525,20250917,C00456,P0056,S007,1,25800,0,25800,25800,15220,10580,Cash,NONE,4,Standard,0
O0009526,20250716,C00112,P0041,S021,2,6560,0.0043,13120,13120,9480,3640,UPI,NONE,2,Express,0
O0009527,20250228,C01697,P0036,S017,1,24980,0.1251,24980,24980,19310,5670,Debit Card,BULK5,1,Express,0
O0009528,20250228,C01904,P0015,S019,1,560,0.0467,560,560,360,200,Debit Card,BULK5,4,Standard,0
O0009529,20250330,C00814,P0140,S018,3,310,0.0004,930,930,630,300,UPI,NONE,4,Standard,0
O0009530,20250105,C01745,P0072,S002,2,14600,0.1212,29200,29200,23660,5540,UPI,FESTIVE15,1,Express,0
O0009531,20250625,C00824,P0069,S013,1,18530,0.0132,18530,18530,13660,4870,UPI,NONE,3,Standard,0
O0009532,20250601,C00539,P0079,S029,2,500,0.0007,1000,1000,580,420,Debit Card,NONE,2,Express,0
O0009533,20250521,C02120,P0174,S004,1,720,0.0657,720,720,490,230,Net Banking,NONE,5,Standard,0
O0009534,20251208,C01313,P0127,S012,1,28260,0.0968,28260,28260,18490,9770,UPI,BANK10,4,Standard,0
O0009535,20250329,C00052,P0177,S041,1,80,0,80,80,60,20,UPI,NONE,3,Standard,0
O0009536,20251023,C01748,P0108,S030,3,520,0.0001,1560,1560,870,690,Net Banking,NONE,2,Express,0
O0009537,20250312,C00982,P0159,S024,1,680,0.0196,680,680,400,280,UPI,NONE,4,Standard,0
O0009538,20250812,C00183,P0167,S025,5,5080,0,25400,25400,18600,6800,UPI,NONE,3,Standard,0
O0009539,20251111,C00596,P0092,S044,2,70,0.0675,140,140,80,60,UPI,NONE,2,Express,0
O0009540,20251102,C00798,P0089,S003,2,970,0,1940,1940,1400,540,UPI,NONE,0,Express,0
O0009541,20250804,C00068,P0168,S040,1,8270,0.0168,8270,8270,4790,3480,UPI,NONE,2,Express,0
O0009542,20250317,C01821,P0130,S022,3,30,0.1228,90,90,60,30,Credit Card,FESTIVE15,5,Standard,0
O0009543,20250518,C00542,P0068,S023,1,730,0.0138,730,730,580,150,Cash,NONE,6,Standard,0
O0009544,20250604,C00392,P0058,S011,1,31620,0.1427,31620,31620,26580,5040,UPI,BANK10,3,Standard,0
O0009545,20251105,C00461,P0071,S018,1,640,0.04,640,640,470,170,Credit Card,BULK5,4,Standard,0
O0009546,20250518,C01787,P0047,S025,1,570,0.1547,570,570,420,150,UPI,FESTIVE15,3,Standard,0
O0009547,20251029,C01262,P0086,S012,1,240,0.0141,240,240,160,80,UPI,NONE,2,Express,0
O0009548,20251214,C02034,P0122,S016,2,30,0.1149,60,60,40,20,Net Banking,NONE,2,Express,0
O0009549,20250210,C01088,P0126,S045,1,410,0.1096,410,410,320,90,UPI,BANK10,0,Express,0
O0009550,20251208,C01707,P0008,S037,5,390,0.1688,1950,1950,1800,150,Net Banking,FESTIVE15,3,Standard,0
O0009551,20250727,C01180,P0012,S028,1,100,0.0793,100,100,70,30,UPI,NONE,4,Standard,0
O0009552,20250808,C01483,P0114,S014,2,470,0.0491,940,940,720,220,UPI,NONE,3,Standard,0
O0009553,20250422,C02195,P0097,S038,3,2790,0.0404,8370,8370,5400,2970,Wallet,NONE,5,Standard,0
O0009554,20250502,C01535,P0011,S039,4,390,0.0881,1560,1560,1120,440,UPI,BULK5,2,Express,0
O0009555,20250717,C01237,P0174,S045,1,690,0.1005,690,690,490,200,Net Banking,BANK10,2,Express,0
O0009556,20250314,C02164,P0177,S031,4,70,0.1484,280,280,240,40,Credit Card,FESTIVE15,1,Express,0
O0009557,20250920,C01598,P0013,S011,1,980,0.1726,980,980,680,300,Credit Card,CLEARANCE20,6,Standard,0
O0009558,20250901,C02333,P0002,S017,1,480,0.0975,480,480,310,170,UPI,BULK5,2,Express,0
O0009559,20250104,C01619,P0016,S042,1,160,0.137,160,160,110,50,Cash,BULK5,3,Standard,0
O0009560,20250318,C01718,P0118,S005,1,39710,0.1026,39710,39710,30310,9400,UPI,NONE,2,Express,0
O0009561,20250707,C01293,P0170,S036,2,12240,0.0216,24480,24480,18380,6100,UPI,NONE,4,Standard,0
O0009562,20250928,C02125,P0073,S023,1,100,0.0167,100,100,60,40,Debit Card,NONE,4,Standard,0
O0009563,20250417,C00762,P0150,S021,1,7020,0.0257,7020,7020,4700,2320,Net Banking,NONE,3,Standard,0
O0009564,20251120,C01361,P0038,S008,1,10,0.0868,10,10,10,0,Credit Card,NEWUSER10,3,Standard,0
O0009565,20250714,C02258,P0001,S043,1,21290,0.0234,21290,21290,14860,6430,Debit Card,NONE,4,Standard,0
O0009566,20250716,C00532,P0087,S010,2,30790,0.0406,61580,0,41100,-41100,Wallet,NONE,4,Standard,1
O0009567,20250210,C01096,P0082,S027,1,360,0.0311,360,360,250,110,Debit Card,NONE,4,Standard,0
O0009568,20250818,C00065,P0180,S025,4,300,0,1200,1200,880,320,UPI,NONE,1,Express,0
O0009569,20251026,C01428,P0056,S018,1,24800,0.0388,24800,24800,15220,9580,Debit Card,NONE,5,Standard,0
O0009570,20250319,C00869,P0078,S007,1,4030,0.0474,4030,4030,2490,1540,Cash,NONE,2,Express,0
O0009571,20250718,C01398,P0031,S008,1,330,0.1542,330,330,280,50,UPI,FESTIVE15,3,Standard,0
O0009572,20250103,C00591,P0073,S029,1,80,0.2031,80,80,60,20,UPI,CLEARANCE20,2,Express,0
O0009573,20250319,C02070,P0010,S033,1,15570,0.0469,15570,15570,10900,4670,UPI,NONE,3,Standard,0
O0009574,20250126,C02463,P0062,S011,3,780,0.0916,2340,2340,1650,690,UPI,BANK10,4,Standard,0
O0009575,20251008,C01337,P0045,S035,1,12350,0.002,12350,12350,8280,4070,UPI,NONE,4,Standard,0
O0009576,20251230,C01526,P0069,S031,1,18780,0,18780,18780,13660,5120,Debit Card,NONE,5,Standard,0
O0009577,20250114,C01143,P0118,S010,1,36330,0.1789,36330,36330,30310,6020,Net Banking,FESTIVE15,4,Standard,0
O0009578,20250914,C00746,P0142,S018,1,3400,0.0882,3400,3400,2700,700,UPI,BANK10,1,Express,0
O0009579,20250805,C01151,P0055,S017,2,250,0.114,500,500,360,140,UPI,BULK5,2,Express,0
O0009580,20250914,C01235,P0158,S025,1,310,0.0743,310,310,210,100,Cash,NONE,2,Express,0
O0009581,20250703,C01950,P0056,S003,2,25410,0.015,50820,50820,30440,20380,Cash,NONE,5,Standard,0
O0009582,20251228,C01727,P0015,S043,1,540,0.0899,540,540,360,180,UPI,BANK10,0,Express,0
O0009583,20250115,C00825,P0048,S026,2,170,0.0107,340,340,260,80,Cash,NONE,3,Standard,0
O0009584,20250224,C01543,P0044,S031,1,2400,0.0049,2400,2400,1600,800,UPI,NONE,3,Standard,0
O0009585,20250402,C02338,P0018,S028,3,35070,0.1074,105210,105210,81390,23820,UPI,BULK5,5,Standard,0
O0009586,20251013,C01045,P0119,S018,1,1720,0.049,1720,1720,1350,370,Debit Card,NONE,3,Standard,0
O0009587,20250129,C02117,P0107,S039,1,150,0.0654,150,150,120,30,UPI,NONE,2,Express,0
O0009588,20250215,C01185,P0055,S015,1,250,0.1242,250,250,180,70,UPI,BANK10,4,Standard,0
O0009589,20250925,C00346,P0132,S002,1,200,0.1449,200,200,150,50,Debit Card,FESTIVE15,4,Standard,0
O0009590,20250602,C00456,P0040,S026,1,1000,0.0451,1000,1000,700,300,UPI,NONE,5,Standard,0
O0009591,20250915,C00794,P0177,S006,1,80,0.0437,80,80,60,20,Credit Card,NONE,3,Standard,0
O0009592,20250514,C01456,P0063,S037,1,3580,0.0143,3580,3580,2120,1460,UPI,NONE,2,Express,0
O0009593,20250202,C02265,P0041,S002,2,5960,0.0962,11920,11920,9480,2440,Credit Card,BANK10,2,Express,0
O0009594,20250806,C00984,P0135,S010,1,460,0.0748,460,460,280,180,Credit Card,NEWUSER10,4,Standard,0
O0009595,20250209,C00696,P0030,S043,1,280,0.04,280,280,200,80,Cash,BULK5,6,Standard,0
O0009596,20250624,C01637,P0173,S012,2,30,0.1387,60,60,40,20,Cash,CLEARANCE20,0,Express,0
O0009597,20251118,C00795,P0128,S024,1,540,0.0113,540,540,350,190,Credit Card,NONE,4,Standard,0
O0009598,20250308,C01090,P0037,S040,3,90,0.0135,270,270,180,90,UPI,NONE,3,Standard,0
O0009599,20250315,C00544,P0059,S012,1,30,0.1396,30,30,20,10,UPI,BANK10,3,Standard,0
O0009600,20251213,C00737,P0175,S014,1,230,0.0447,230,230,130,100,Credit Card,NONE,5,Standard,0
O0009601,20250421,C00136,P0092,S001,2,70,0.007,140,140,80,60,Debit Card,NONE,5,Standard,0
O0009602,20250516,C01422,P0099,S037,1,380,0.0514,380,380,270,110,UPI,NONE,5,Standard,0
O0009603,20250907,C01197,P0128,S005,3,470,0.1419,1410,1410,1050,360,Debit Card,CLEARANCE20,4,Standard,0
O0009604,20250216,C00430,P0047,S045,1,600,0.1196,600,600,420,180,UPI,NEWUSER10,4,Standard,0
O0009605,20250123,C01888,P0076,S033,1,160,0.1333,160,160,110,50,Wallet,FESTIVE15,4,Standard,0
O0009606,20251104,C00505,P0076,S015,1,170,0.0541,170,170,110,60,UPI,NONE,7,Standard,0
O0009607,20251212,C01650,P0067,S022,1,100,0.0558,100,100,80,20,Credit Card,NONE,3,Standard,0
O0009608,20251227,C00281,P0057,S024,1,180,0.0128,180,180,110,70,UPI,NONE,4,Standard,0
O0009609,20250109,C00070,P0080,S034,1,30,0,30,30,20,10,Wallet,NONE,2,Express,0
O0009610,20250713,C00309,P0142,S017,2,3460,0.0711,6920,6920,5400,1520,Debit Card,NEWUSER10,0,Express,0
O0009611,20251106,C01309,P0083,S012,1,29070,0.03,29070,29070,22270,6800,UPI,NONE,5,Standard,0
O0009612,20251105,C00450,P0016,S006,1,160,0.0929,160,160,110,50,UPI,BANK10,3,Standard,0
O0009613,20250512,C00826,P0001,S020,1,18350,0.1581,18350,18350,14860,3490,UPI,NEWUSER10,4,Standard,0
O0009614,20250628,C01344,P0004,S022,1,470,0.0105,470,470,290,180,Net Banking,NONE,4,Standard,0
O0009615,20250224,C01605,P0034,S029,1,290,0.0048,290,290,180,110,UPI,NONE,6,Standard,0
O0009616,20250220,C01961,P0138,S038,3,30770,0.0187,92310,92310,65460,26850,UPI,NONE,3,Standard,0
O0009617,20250518,C01013,P0110,S010,1,430,0.0534,430,430,300,130,Debit Card,NONE,1,Express,0
O0009618,20250326,C00265,P0063,S011,1,3030,0.1656,3030,3030,2120,910,Net Banking,FESTIVE15,5,Standard,0
O0009619,20251222,C02452,P0004,S013,1,440,0.0737,440,440,290,150,UPI,NEWUSER10,4,Standard,0
O0009620,20250130,C01945,P0060,S008,3,720,0,2160,2160,1590,570,Credit Card,NONE,3,Standard,0
O0009621,20250713,C02072,P0050,S007,2,700,0.1916,1400,1400,1000,400,Debit Card,CLEARANCE20,0,Express,0
O0009622,20250723,C02308,P0090,S036,1,140,0.0967,140,140,100,40,Debit Card,NONE,4,Standard,0
O0009623,20250122,C01751,P0080,S033,1,30,0.1603,30,30,20,10,Credit Card,FESTIVE15,0,Express,0
O0009624,20250610,C02484,P0031,S038,3,370,0.0504,1110,1110,840,270,UPI,NONE,5,Standard,0
O0009625,20251210,C01290,P0080,S027,1,30,0.0113,30,30,20,10,Credit Card,NONE,3,Standard,0
O0009626,20250209,C01401,P0022,S037,1,3380,0.1309,3380,3380,2330,1050,UPI,BANK10,4,Standard,0
O0009627,20250222,C01478,P0009,S021,1,2130,0.1497,2130,2130,1460,670,UPI,BULK5,3,Standard,0
O0009628,20250302,C01271,P0167,S040,1,4780,0.0584,4780,4780,3720,1060,Cash,NONE,3,Standard,0
O0009629,20250120,C01106,P0158,S026,1,330,0,330,330,210,120,UPI,NONE,2,Express,0
O0009630,20251120,C00827,P0180,S002,1,270,0.0901,270,270,220,50,UPI,BANK10,0,Express,0
O0009631,20250117,C01987,P0017,S008,1,60,0.1372,60,60,50,10,Wallet,FESTIVE15,3,Standard,0
O0009632,20250413,C00822,P0122,S024,2,30,0.067,60,60,40,20,UPI,NEWUSER10,4,Standard,0
O0009633,20251029,C02271,P0158,S037,5,290,0.107,1450,1450,1050,400,Wallet,BULK5,4,Standard,0
O0009634,20251230,C01875,P0073,S007,1,100,0.0361,100,100,60,40,UPI,NONE,4,Standard,0
O0009635,20250225,C02498,P0179,S034,2,140,0.0923,280,280,220,60,UPI,BULK5,4,Standard,0
O0009636,20250512,C01614,P0174,S041,1,690,0.1076,690,690,490,200,Cash,BANK10,6,Standard,0
O0009637,20250307,C01498,P0033,S009,1,760,0.0472,760,760,560,200,UPI,NONE,2,Express,0
O0009638,20250312,C00837,P0156,S025,1,760,0.0822,760,760,600,160,Net Banking,BANK10,6,Standard,0
O0009639,20251211,C01705,P0013,S040,1,970,0.1762,970,970,680,290,UPI,CLEARANCE20,3,Standard,0
O0009640,20250504,C01452,P0028,S014,1,90,0.0559,90,90,60,30,Wallet,NONE,4,Standard,0
O0009641,20250812,C01000,P0022,S018,1,3570,0.0823,3570,3570,2330,1240,UPI,BANK10,5,Standard,0
O0009642,20250227,C00169,P0177,S021,1,80,0.0242,80,80,60,20,Net Banking,NONE,0,Express,0
O0009643,20250415,C00022,P0154,S021,1,1790,0.137,1790,1790,1610,180,Wallet,FESTIVE15,6,Standard,0
O0009644,20250512,C00578,P0051,S015,1,600,0,600,600,340,260,UPI,NONE,4,Standard,0
O0009645,20250803,C01759,P0176,S024,1,210,0.0294,210,0,130,-130,Credit Card,NONE,2,Express,1
O0009646,20251125,C02297,P0024,S013,1,30,0.1175,30,30,20,10,Debit Card,BANK10,2,Express,0
O0009647,20250330,C02336,P0107,S036,3,150,0.0404,450,450,360,90,UPI,NEWUSER10,5,Standard,0
O0009648,20250824,C01314,P0156,S031,1,740,0.1082,740,740,600,140,Debit Card,BANK10,3,Standard,0
O0009649,20250630,C02150,P0171,S008,1,28280,0.0787,28280,28280,23410,4870,Net Banking,NONE,2,Express,0
O0009650,20251018,C00011,P0040,S039,2,870,0.1686,1740,1740,1400,340,UPI,FESTIVE15,3,Standard,0
O0009651,20250503,C02197,P0139,S012,1,1440,0.003,1440,1440,1120,320,UPI,NONE,2,Express,0
O0009652,20250604,C02410,P0124,S024,2,20,0.0016,40,40,20,20,Wallet,NONE,1,Express,0
O0009653,20250816,C01006,P0103,S043,1,40,0.0815,40,40,30,10,Debit Card,BANK10,3,Standard,0
O0009654,20250611,C00114,P0145,S031,1,90,0.1017,90,90,80,10,Credit Card,NEWUSER10,0,Express,0
O0009655,20251004,C01784,P0165,S043,1,250,0.0203,250,250,200,50,Debit Card,NONE,4,Standard,0
O0009656,20250106,C00035,P0027,S028,4,340,0.0525,1360,1360,960,400,Credit Card,NONE,1,Express,0
O0009657,20250508,C01597,P0085,S037,1,30,0.0501,30,30,20,10,Wallet,NEWUSER10,6,Standard,0
O0009658,20250305,C00804,P0038,S021,2,10,0.1575,20,20,20,0,Wallet,BANK10,4,Standard,0
O0009659,20250222,C01353,P0075,S008,1,30,0,30,30,20,10,UPI,NONE,5,Standard,0
O0009660,20250120,C02300,P0069,S008,1,18680,0.0053,18680,18680,13660,5020,UPI,NONE,1,Express,0
O0009661,20250510,C00380,P0130,S027,1,30,0.1298,30,30,20,10,UPI,FESTIVE15,5,Standard,0
O0009662,20250321,C00086,P0111,S007,2,4490,0,8980,8980,5640,3340,UPI,NONE,0,Express,0
O0009663,20251004,C01439,P0135,S021,1,450,0.1074,450,450,280,170,Debit Card,FESTIVE15,3,Standard,0
O0009664,20250703,C01741,P0128,S021,2,500,0.0845,1000,1000,700,300,UPI,NONE,1,Express,0
O0009665,20251015,C00747,P0064,S004,3,240,0.1055,720,720,570,150,UPI,NEWUSER10,3,Standard,0
O0009666,20251120,C00411,P0116,S039,4,300,0,1200,1200,800,400,Debit Card,NONE,4,Standard,0
O0009667,20251014,C01759,P0086,S004,5,230,0.0346,1150,0,800,-800,Cash,NONE,3,Standard,1
O0009668,20250603,C01723,P0097,S015,4,2530,0.1299,10120,10120,7200,2920,Wallet,BANK10,2,Express,0
O0009669,20251222,C02363,P0039,S039,1,2980,0.0032,2980,2980,1890,1090,UPI,NONE,4,Standard,0
O0009670,20250521,C02161,P0050,S002,1,820,0.0452,820,820,500,320,Debit Card,NONE,3,Standard,0
O0009671,20251029,C01820,P0022,S005,1,3460,0.1098,3460,3460,2330,1130,Cash,FESTIVE15,3,Standard,0
O0009672,20250305,C00050,P0029,S038,1,300,0.0678,300,300,220,80,UPI,NONE,4,Standard,0
O0009673,20251220,C00649,P0064,S013,4,250,0.0675,1000,1000,760,240,Debit Card,NEWUSER10,1,Express,0
O0009674,20250421,C01638,P0034,S041,1,270,0.0805,270,0,180,-180,Cash,NEWUSER10,5,Standard,1
O0009675,20250817,C01164,P0089,S007,1,870,0.1023,870,870,700,170,UPI,BANK10,5,Standard,0
O0009676,20250510,C00130,P0130,S008,4,30,0.0229,120,120,80,40,UPI,NONE,3,Standard,0
O0009677,20250325,C01413,P0029,S026,1,290,0.1,290,290,220,70,UPI,BANK10,4,Standard,0
O0009678,20250501,C01899,P0038,S043,1,10,0.1135,10,10,10,0,UPI,FESTIVE15,3,Standard,0
O0009679,20250810,C01816,P0030,S035,1,260,0.111,260,260,200,60,Cash,BANK10,5,Standard,0
O0009680,20250210,C02308,P0147,S028,3,32850,0.0601,98550,98550,78570,19980,UPI,NONE,7,Standard,0
O0009681,20250314,C00370,P0023,S012,1,28840,0.0529,28840,28840,20870,7970,UPI,NONE,5,Standard,0
O0009682,20251202,C02386,P0167,S004,1,4580,0.0976,4580,4580,3720,860,UPI,BANK10,1,Express,0
O0009683,20250201,C01314,P0158,S036,1,320,0.0393,320,320,210,110,UPI,NONE,5,Standard,0
O0009684,20250921,C00765,P0070,S006,1,680,0.0649,680,680,450,230,UPI,NONE,8,Standard,0
O0009685,20250420,C02151,P0125,S008,2,50,0.1196,100,100,100,0,UPI,NONE,2,Express,0
